tau0,tauB,kappa,eta,beta,P_wash_frac,gamma_wash,lambda_wash,P_hold_frac,tau_decay_frac,W_on,W_off,P_on_frac,P_off_frac,feasible_any,stable_any,best_controller_name,best_score,best_avg_power,best_tracking_error,best_time_below,stability_mode,pruned,feasible_and_stable
0.6436873038077197,0.7136796300359369,12.405783530272554,0.4537111142581723,0.03003624752119454,0.403642486698083,0.5150571292317145,0.7678952717028082,0.6584283205318261,0.08187092789114513,0.8179642477569317,0.717548530001519,0.9954253384335022,0.7241740863784398,True,True,const_Pmax,1.5345694303023019,1.0,0.7652391538484776,0.03078738468139884,steady,False,True
1.5710356611107068,11.21347557516238,3.272185949561883,0.4527432414646344,0.004242904546501759,0.6631628842174327,0.37365772887371007,0.2834000041845458,0.5354132473768668,0.10975871356922665,1.1747252602135116,0.6204852875028424,0.4736547594468916,0.4236547594468916,False,True,const_08,1.830163142238202,0.8,0.7647124491103298,0.08796962953266134,steady,False,False
0.10128348530033511,0.25852452827009215,16.836248855215306,0.3571477325716586,2.872113713355334e-05,0.7441833867688243,0.9718264260609674,1.502223558607027,0.143533376658313,0.05213165742197817,0.8918624119995421,0.5659111088932605,0.8065952041677145,0.1852827532399718,False,True,const_Pmax,0.15884011251023888,1.0,0.5451184449166822,1.0,steady,False,False
0.5147897221612174,3.9583909887069826,0.7527877756030872,0.8432996209458101,0.0022997289002862787,0.7172888027408792,0.13105775155731325,0.3712614109510338,0.6529156581542299,0.16452471991100975,0.9203794767123759,0.7442920226757667,0.7977185276581495,0.7689362799328789,False,True,const_Pmax,0.37553859276105844,1.0,0.3453109406011064,1.0,steady,False,False
0.18700897855296106,13.428018660126966,0.0,0.6441584338614598,0.0009528620561530652,0.2741281826255273,0.14033959706391264,1.2573429579489115,0.6780507428930681,0.29815304203840803,1.1732092886400844,0.9021804578064854,0.6804289609331748,0.6493344144765313,False,False,const_Pmax,-2.237018557631955,1.0,,1.0,unstable,True,False
0.05428046660624991,0.17829682533210317,11.769430030868195,0.386112593573147,0.0003119395098694319,0.6242110744900076,0.8677389537760112,1.809321472016177,0.3181715200278922,0.15338915984722298,0.9703528345494039,0.8259655127899871,0.920494379051395,0.4177278174534098,False,True,pulse_1,-0.07614298521899562,0.28000180934072144,0.9914432055527106,1.0,steady,False,False
0.15654857913792772,0.35040250004432255,12.8901740529364,0.28422246388329997,2.05474566257596e-06,0.6161035646295163,0.14617324419269828,2.473992571369024,0.25171753805064834,0.07693991544023551,1.16838818899498,0.5827658613676391,0.5708320494027613,0.20752937663444104,False,True,kick_hold_1,0.12137332079496682,0.460003913639032,0.7412075300518086,1.0,steady,False,False
0.08510403109681525,0.11185675597482776,0.0,0.3397131767486822,1.781722646818749e-06,0.6138006712776798,0.6807145267995064,1.1808913704960848,0.2566942130188321,0.22665941957561514,1.1500019768938434,0.925565813411103,0.4260850372076752,0.22704888671756687,False,True,pulse_1,-0.07650919453097567,0.28001985745186336,0.9919802781144934,1.0,steady,False,False
0.14875094948885265,0.37484203979696457,2.0400748698091213,0.2394032959420752,5.696415110839516e-05,0.5666270641023461,0.10167190290371597,2.500375661365679,0.08377521320231776,0.798393545267315,0.8396452566319502,0.7896452566319502,0.9415918863565702,0.7856994764106149,False,True,pulse_1,-0.07315282308629129,0.27999702502696067,0.9881734308929049,1.0,steady,False,False
2.0091935018138036,6.217291104297252,10.842113862550327,0.3076417667305177,0.0003303449112738879,0.5599560091332901,0.8575721441225576,1.3883980967805476,0.30030817246522973,0.339672982316973,0.9065853270003384,0.5698842054769784,0.6867263644142475,0.3918225580164195,False,False,const_Pmax,-1.9164766052718736,1.0,,1.0,unstable,True,False
0.1459183416844692,0.7008994171502357,1.3555401437180843,0.5035712637815433,0.001668350942287342,0.4078135321998997,0.9488579267153404,2.7490440586145337,0.362591778395051,0.13371427731990262,1.0141739159320013,0.9242802443868123,0.7915524043360612,0.6630742795629542,False,True,pulse_1,-0.0664225671085154,0.2800107005192184,0.9818036657760736,1.0,steady,False,False
